Time (s),Altitude (m),Velocity (m/s),Velocity Magnitude (m/s),Accel <Z> (rad/s)
1.475000000000000200e-01,1.377291479414095354e+00,1.964241221525270120e+01,1.964241221655670344e+01,1.399987062838269480e+02
1.499999999999999944e-01,1.426596211309782980e+00,1.999250620426880687e+01,1.999250620554997582e+01,1.400756332195974778e+02
1.524999999999999967e-01,1.476776286759692525e+00,2.034278316043670287e+01,2.034278316169580947e+01,1.401450642184500452e+02
1.549999999999999989e-01,1.527832153127987702e+00,2.069323370961051012e+01,2.069323371084829333e+01,1.402144922385443522e+02
1.575000000000000011e-01,1.579764244392910078e+00,2.104385784430686357e+01,2.104385784552402328e+01,1.402839172046697342e+02
1.600000000000000033e-01,1.632572994513886711e+00,2.139465555685523057e+01,2.139465555805243469e+01,1.403533390431968542e+02
1.625000000000000056e-01,1.686258837499128083e+00,2.174562792904421116e+01,2.174562793022209206e+01,1.404236294478901073e+02
1.650000000000000078e-01,1.740822211162380562e+00,2.209677604303579912e+01,2.209677604419496078e+01,1.404939169142189712e+02
1.675000000000000100e-01,1.796263554853937627e+00,2.244809989145056406e+01,2.244809989259158556e+01,1.405642013721899559e+02
1.700000000000000122e-01,1.852583307905545595e+00,2.279959946673469062e+01,2.279959946785812264e+01,1.406344827529133568e+02
1.725000000000000144e-01,1.909781909817757528e+00,2.315127776742162524e+01,2.315127776852799002e+01,1.407071661303215251e+02
1.750000000000000167e-01,1.967859810625387063e+00,2.350313779331691677e+01,2.350313779440671880e+01,1.407798471615156757e+02
1.775000000000000189e-01,2.026817464638084321e+00,2.385517953852340156e+01,2.385517953959712045e+01,1.408525257794229333e+02
1.799999999999999933e-01,2.086655326150660184e+00,2.420740299697665066e+01,2.420740299803474826e+01,1.409252019177407647e+02
1.824999999999999956e-01,2.147373849167061088e+00,2.455980375040093477e+01,2.455980375144384809e+01,1.409943456899105740e+02
1.849999999999999978e-01,2.208973472186831710e+00,2.491237737837112931e+01,2.491237737939928110e+01,1.410634856589614969e+02
1.875000000000000000e-01,2.271454627390900427e+00,2.526512387134966175e+01,2.526512387236346058e+01,1.411326217619954662e+02
1.900000000000000022e-01,2.334817746936263205e+00,2.561804321964200071e+01,2.561804322064183381e+01,1.412017539366597987e+02
1.925000000000000044e-01,2.399063262992709333e+00,2.597113600765991848e+01,2.597113600864615890e+01,1.412713575607006646e+02
1.950000000000000067e-01,2.464191609791523074e+00,2.632440281998379206e+01,2.632440282095679507e+01,1.413409573272355999e+02
1.975000000000000089e-01,2.530203222387956252e+00,2.667784364694108135e+01,2.667784364790119511e+01,1.414105531750958278e+02
2.000000000000000111e-01,2.597098535812993880e+00,2.703145847870652574e+01,2.703145847965407711e+01,1.414801450434893582e+02
2.025000000000000133e-01,2.664877985383551362e+00,2.738525227723553002e+01,2.738525227817084229e+01,1.415537106341454319e+02
2.050000000000000155e-01,2.733542023845789259e+00,2.773923000667909733e+01,2.773923000760247248e+01,1.416272735349175775e+02
2.075000000000000178e-01,2.803091111023138460e+00,2.809339166028405188e+01,2.809339166119578834e+01,1.417008336843016139e+02
2.099999999999999922e-01,2.873525706722058981e+00,2.844773723114358077e+01,2.844773723204395921e+01,1.417743910210392926e+02
2.124999999999999944e-01,2.944846270683541878e+00,2.880226594199779200e+01,2.880226594288708952e+01,1.418473292969095496e+02
2.149999999999999967e-01,3.017053259927028108e+00,2.915697701513509799e+01,2.915697701601357394e+01,1.419202644584813697e+02
2.174999999999999989e-01,3.090147130353767313e+00,2.951187044274181659e+01,2.951187044360973033e+01,1.419931964453622015e+02
2.200000000000000011e-01,3.164128337845390604e+00,2.986694621685336415e+01,2.986694621771096081e+01,1.420661251973144203e+02
2.225000000000000033e-01,3.238997338818558447e+00,3.022221321447506170e+01,3.022221321532257576e+01,1.421461591300858345e+02
2.250000000000000056e-01,3.314754620861295908e+00,3.057768031662041608e+01,3.057768031745807846e+01,1.422261922074142433e+02
2.275000000000000078e-01,3.391400684233658591e+00,3.093334752112241759e+01,3.093334752195044857e+01,1.423062243664257380e+02
2.300000000000000100e-01,3.468936029190195391e+00,3.128921482565689516e+01,3.128921482647550789e+01,1.423862555443178906e+02
2.325000000000000122e-01,3.547361155451039139e+00,3.164527376718653073e+01,3.164527376799593483e+01,1.424595168855908014e+02
2.350000000000000144e-01,3.626676533028799998e+00,3.200151587868084846e+01,3.200151587948123932e+01,1.425327748141384916e+02
2.375000000000000167e-01,3.706882619843508753e+00,3.235794115158048356e+01,3.235794115237205659e+01,1.426060292701902483e+02
2.399999999999999911e-01,3.787979873794794283e+00,3.271454957830901833e+01,3.271454958563576554e+01,1.426792821824932957e+02
2.424999999999999933e-01,3.869968752940559753e+00,3.307134398137234399e+01,3.307134400181193001e+01,1.427547936615135598e+02
2.449999999999999956e-01,3.952849725250541901e+00,3.342832718077553977e+01,3.342832722087498354e+01,1.428303023350666194e+02
2.474999999999999978e-01,4.036623262711040105e+00,3.378549916900332306e+01,3.378549923529701715e+01,1.429058081433672385e+02
2.500000000000000000e-01,4.121289837290370350e+00,3.414285993916220008e+01,3.414286003815760040e+01,1.429813113945124314e+02
2.525000000000000022e-01,4.206849920876966742e+00,3.450040847661654908e+01,3.450040861475555687e+01,1.430560050452198197e+02
2.550000000000000044e-01,4.293303981802619518e+00,3.485814376590580110e+01,3.485814394955436057e+01,1.431306955035561828e+02
2.575000000000000067e-01,4.380652486942453905e+00,3.521606579849002827e+01,3.521606603398152657e+01,1.432053827135732149e+02
2.600000000000000089e-01,4.468895903149761040e+00,3.557417456598719951e+01,3.557417485961350678e+01,1.432800666187889931e+02
2.625000000000000111e-01,4.558034697398358759e+00,3.593247231345414150e+01,3.593247267142271539e+01,1.433565495934960268e+02
2.650000000000000133e-01,4.648069344550839865e+00,3.629096128650471087e+01,3.629096171495380929e+01,1.434330298081546573e+02
2.675000000000000155e-01,4.739000322668177390e+00,3.664964147862148280e+01,3.664964198358647707e+01,1.435095072038952821e+02
2.700000000000000178e-01,4.830828109792893343e+00,3.700851288217875634e+01,3.700851346966004485e+01,1.435859817237243021e+02
2.725000000000000200e-01,4.923553184192795307e+00,3.736757938525615685e+01,3.736758006117803177e+01,1.436655697106446041e+02
2.750000000000000222e-01,5.017176037792228094e+00,3.772684487764583139e+01,3.772684564785254935e+01,1.437451558227109558e+02
2.775000000000000244e-01,5.111697168061771990e+00,3.808630935463524025e+01,3.808631022488712148e+01,1.438247400000188065e+02
2.800000000000000266e-01,5.207117072460140328e+00,3.844597281136218925e+01,3.844597378733163140e+01,1.439043221827244849e+02
2.825000000000000289e-01,5.303436248244386420e+00,3.880583220628152219e+01,3.880583329351497213e+01,1.439814727127936749e+02
2.850000000000000311e-01,5.400655181998181398e+00,3.916588449575489506e+01,3.916588569973148282e+01,1.440586203276327524e+02
2.875000000000000333e-01,5.498774355953733206e+00,3.952612967246915332e+01,3.952613099856766610e+01,1.441357649678145663e+02
2.899999999999999800e-01,5.597794252324882258e+00,3.988656772896253244e+01,3.988656918245732896e+01,1.442129065738462259e+02
2.924999999999999822e-01,5.697715353375323311e+00,4.024719975568311270e+01,4.024720134173995945e+01,1.442909235836451955e+02
2.949999999999999845e-01,5.798538145204448213e+00,4.060802684349958014e+01,4.060802856717150888e+01,1.443689377828152089e+02
2.974999999999999867e-01,5.900263115460966823e+00,4.096904898535984785e+01,4.096905085158300608e+01,1.444469491109680916e+02
2.999999999999999889e-01,6.002890751775876055e+00,4.133026617406060410e+01,4.133026818765015520e+01,1.445249575075130792e+02
3.024999999999999911e-01,6.106421541747315551e+00,4.169167816603477661e+01,4.169168033168081422e+01,1.446027739386200324e+02
3.049999999999999933e-01,6.210855972125738589e+00,4.205328471752029174e+01,4.205328703978366889e+01,1.446805872906776358e+02
3.074999999999999956e-01,6.316194529305515282e+00,4.241508582079342204e+01,4.241508830410158026e+01,1.447583975026049927e+02
3.099999999999999978e-01,6.422437699661617927e+00,4.277708146797765920e+01,4.277708411662049315e+01,1.448362045132051890e+02
3.125000000000000000e-01,6.529585969682091928e+00,4.313927377782345474e+01,4.313927659594897790e+01,1.449157097767443361e+02
3.150000000000000022e-01,6.637639833301010484e+00,4.350166486997166970e+01,4.350166786158188614e+01,1.449952123442477330e+02
3.175000000000000044e-01,6.746599787470263010e+00,4.386425473765543614e+01,4.386425790660247515e+01,1.450747121531634889e+02
3.200000000000000067e-01,6.856466329124732972e+00,4.422704337395111907e+01,4.422704672393319925e+01,1.451542091405449924e+02
3.225000000000000089e-01,6.967239955237632287e+00,4.459003166395378770e+01,4.459003519851106745e+01,1.452344170263598926e+02
3.250000000000000111e-01,7.078921165896431944e+00,4.495322049307968371e+01,4.495322421559032477e+01,1.453146222525274140e+02
3.275000000000000133e-01,7.191510462444880680e+00,4.531660985399376784e+01,4.531661376778465922e+01,1.453948247565237182e+02
3.300000000000000155e-01,7.305008346209024950e+00,4.568019974116427306e+01,4.568020384916833621e+01,1.454750244716870213e+02
3.325000000000000178e-01,7.419415318238439916e+00,4.604398595564286722e+01,4.604399026072992029e+01,1.455518681311424416e+02
3.350000000000000200e-01,7.534731864849986138e+00,4.640796429710781013e+01,4.640796880197120799e+01,1.456287077551998550e+02
3.375000000000000222e-01,7.650958466355360699e+00,4.677213475544253640e+01,4.677213946259471555e+01,1.457055432803966823e+02
3.400000000000000244e-01,7.768095603040881869e+00,4.713649732037116991e+01,4.713650223214000334e+01,1.457823746426410878e+02
3.425000000000000266e-01,7.886143754886967727e+00,4.750104749740772547e+01,4.750105261593402162e+01,1.458556143668073446e+02
3.450000000000000289e-01,8.005103386106409147e+00,4.786578078990675778e+01,4.786578611714095643e+01,1.459288485961178878e+02
3.475000000000000311e-01,8.124974954480023825e+00,4.823069718410272344e+01,4.823070272180044071e+01,1.460020772677756042e+02
3.499999999999999778e-01,8.245758917754125505e+00,4.859579666607248782e+01,4.859580241579109128e+01,1.460753003184200054e+02
3.524999999999999800e-01,8.367455734040474269e+00,4.896108562543826537e+01,4.896109158847752241e+01,1.461536406920115496e+02
3.549999999999999822e-01,8.490065883895129062e+00,4.932657045413903063e+01,4.932657663164322059e+01,1.462319771224061355e+02
3.574999999999999845e-01,8.613589856985790050e+00,4.969225114228630247e+01,4.969225753519163646e+01,1.463103095428504332e+02
3.599999999999999867e-01,8.738028142955339916e+00,5.005812767982441613e+01,5.005813428885603855e+01,1.463886378862027868e+02
3.624999999999999889e-01,8.863381231023007345e+00,5.042419367867221069e+01,5.042420050434362366e+01,1.464618595564344048e+02
3.649999999999999911e-01,8.989649587992627033e+00,5.079044274771555934e+01,5.079044979032612872e+01,1.465350752897438440e+02
3.674999999999999933e-01,9.116833671531221484e+00,5.115687487208149520e+01,5.115688213171171839e+01,1.466082850206740886e+02
3.699999999999999956e-01,9.244933939268538126e+00,5.152349003673239736e+01,5.152349751324137372e+01,1.466814886827260409e+02
3.724999999999999978e-01,9.373950848888497944e+00,5.189028969707694472e+01,5.189029739009955478e+01,1.467558627617537184e+02
3.750000000000000000e-01,9.503884863199587585e+00,5.225727530908847029e+01,5.225728321803301668e+01,1.468302310788328953e+02
3.775000000000000022e-01,9.634736447072755894e+00,5.262444685833002467e+01,5.262445498237667607e+01,1.469045935664760520e+02
3.800000000000000044e-01,9.766506065342763776e+00,5.299180433019493108e+01,5.299181266829367587e+01,1.469789501562065936e+02
3.825000000000000067e-01,9.899194182430072431e+00,5.335934166402868328e+01,5.335935021490058006e+01,1.470484638505845112e+02
3.850000000000000089e-01,1.003280124149380903e+01,5.372705279628880959e+01,5.372706155842462294e+01,1.471179698734773353e+02
3.875000000000000111e-01,1.016732767701911122e+01,5.409493770776308708e+01,5.409494667941909540e+01,1.471874681576187527e+02
3.900000000000000133e-01,1.030277392344298981e+01,5.446299637907110025e+01,5.446300555826773149e+01,1.472569586355123761e+02
3.925000000000000155e-01,1.043914041570130991e+01,5.483123755346786510e+01,5.483124693798374949e+01,1.473334518230530250e+02
3.950000000000000178e-01,1.057642761944318188e+01,5.519966997810508502e+01,5.519967956547574062e+01,1.474099395179518126e+02
3.975000000000000200e-01,1.071463601278636801e+01,5.556829363921536924e+01,5.556830342673698198e+01,1.474864216479466847e+02
4.000000000000000222e-01,1.085376607381411063e+01,5.593710852285036594e+01,5.593711850757919279e+01,1.475628981404645970e+02
4.025000000000000244e-01,1.099381828070202438e+01,5.630611665353229967e+01,5.630612683228298465e+01,1.476409999277690872e+02
4.050000000000000266e-01,1.113479311874709232e+01,5.667532005659681005e+01,5.667533042594214976e+01,1.477190965314018456e+02
4.075000000000000289e-01,1.127669107612286759e+01,5.704471871904689806e+01,5.704472927531914905e+01,1.477971878763950428e+02
4.099999999999999756e-01,1.141951264097030361e+01,5.741431262769771138e+01,5.741432336698890992e+01,1.478752738873413364e+02
4.124999999999999778e-01,1.156325830155414458e+01,5.778410428009303956e+01,5.778411519825366582e+01,1.479553633235144616e+02
4.149999999999999800e-01,1.170792855492028117e+01,5.815409617480284510e+01,5.815410726744239867e+01,1.480354480063467406e+02
4.174999999999999822e-01,1.185352390166770853e+01,5.852428829990400772e+01,5.852429956239362951e+01,1.481155278580114896e+02
4.199999999999999845e-01,1.200004484236550262e+01,5.889468064327832053e+01,5.889469207075197232e+01,1.481956028001664265e+02
4.224999999999999867e-01,1.214749187724500068e+01,5.926526827296956412e+01,5.926527986032954232e+01,1.482717368620941727e+02
4.249999999999999889e-01,1.229586548923606415e+01,5.963604625464027009e+01,5.963605799655929474e+01,1.483478645404444194e+02
4.274999999999999911e-01,1.244516615420953798e+01,6.000701457229033053e+01,6.000702646320956291e+01,1.484239857572729306e+02
4.299999999999999933e-01,1.259539434799615520e+01,6.037817320972398960e+01,6.037818524385518515e+01,1.485001004337867130e+02
4.324999999999999956e-01,1.274655054639725194e+01,6.074952232998343504e+01,6.074953450131140897e+01,1.485763520513735045e+02
4.349999999999999978e-01,1.289863522580300170e+01,6.112106209605603624e+01,6.112107439834149858e+01,1.486525970564956651e+02
4.375000000000000000e-01,1.305164886281850833e+01,6.149279249136706227e+01,6.149280491814974425e+01,1.487288353686630273e+02
4.400000000000000022e-01,1.320559193400732312e+01,6.186471349914003071e+01,6.186472604374211670e+01,1.488050669067634146e+02
4.425000000000000044e-01,1.336046491584330376e+01,6.223682433990511242e+01,6.223683699543580872e+01,1.488806815745098220e+02
4.450000000000000067e-01,1.351626828208101294e+01,6.260912423370088220e+01,6.260913699306053104e+01,1.489562891315254660e+02
4.475000000000000089e-01,1.367300250534288963e+01,6.298161316270458343e+01,6.298162601858827259e+01,1.490318894950380297e+02
4.500000000000000111e-01,1.383066805820669742e+01,6.335429110888645710e+01,6.335430405378868102e+01,1.491074825821929437e+02
4.525000000000000133e-01,1.398926541350657260e+01,6.372716288148211561e+01,6.372717590769635621e+01,1.491869304712508892e+02
4.550000000000000155e-01,1.414879506097798689e+01,6.410023329178405049e+01,6.410024639140807778e+01,1.492663722825758725e+02
4.575000000000000178e-01,1.430925749720653073e+01,6.447350232454969898e+01,6.447351548949630740e+01,1.493458079296095775e+02
4.600000000000000200e-01,1.447065321873956734e+01,6.484696996431868854e+01,6.484698318632160863e+01,1.494252373243746206e+02
4.625000000000000222e-01,1.463298272186432136e+01,6.522063265197624560e+01,6.522064592260113614e+01,1.495018255078631171e+02
4.650000000000000244e-01,1.479624649038935580e+01,6.559448682663571617e+01,6.559450013728722695e+01,1.495784063270095885e+02
4.675000000000000266e-01,1.496044500302167712e+01,6.596853246983546626e+01,6.596854581176015131e+01,1.496549796936425309e+02
4.699999999999999734e-01,1.512557873842200706e+01,6.634276956289266991e+01,6.634278292718651926e+01,1.497315455188548583e+02
4.724999999999999756e-01,1.529164817539283483e+01,6.671720110590834452e+01,6.671721448352084849e+01,1.498105190338112322e+02
4.749999999999999778e-01,1.545865380328760175e+01,6.709183010019965820e+01,6.709184348194217762e+01,1.498894856965458473e+02
4.774999999999999800e-01,1.562659611572472329e+01,6.746665652858193596e+01,6.746666990514019346e+01,1.499684454146159567e+02
4.799999999999999822e-01,1.579547560627952052e+01,6.784168037363875214e+01,6.784169373558216876e+01,1.500473980949277006e+02
4.824999999999999845e-01,1.596529276828974453e+01,6.821689851393159643e+01,6.821691185172737448e+01,1.501238605069250127e+02
4.849999999999999867e-01,1.613604808415295011e+01,6.859230782643805924e+01,6.859232113046151369e+01,1.502003148795429865e+02
4.874999999999999889e-01,1.630774203178821224e+01,6.896790829100339693e+01,6.896792155154405179e+01,1.502767611189603372e+02
4.899999999999999911e-01,1.648037508906408632e+01,6.934369988723705092e+01,6.934371309450961007e+01,1.503531991301636594e+02
4.924999999999999933e-01,1.665394773413921570e+01,6.971968805644512202e+01,6.971970120059327769e+01,1.504339985668187865e+02
4.949999999999999956e-01,1.682846046429486364e+01,7.009587824224722397e+01,7.009589131335543755e+01,1.505147911235669937e+02
4.974999999999999978e-01,1.700391378456270175e+01,7.047227042738336422e+01,7.047228341549707409e+01,1.505955767011152204e+02
5.000000000000000000e-01,1.718030819993110825e+01,7.084886459434420658e+01,7.084887748948283104e+01,1.506763551989950827e+02
5.024999999999999467e-01,1.735764421528658374e+01,7.122565979760814514e+01,7.122567258978008908e+01,1.507563842814093960e+02
5.049999999999998934e-01,1.753592233221416663e+01,7.160265509104951320e+01,7.160266777026602369e+01,1.508364058697927987e+02
5.074999999999998401e-01,1.771514305092861363e+01,7.197985045586969477e+01,7.197986301215794924e+01,1.509164198618156547e+02
5.100000000000000089e-01,1.789530687159755118e+01,7.235724587301362476e+01,7.235725829643170925e+01,1.509964261544223803e+02
5.124999999999999556e-01,1.807641429426609392e+01,7.273484012758403594e+01,7.273485240823852394e+01,1.510754681409995328e+02
5.149999999999999023e-01,1.825846581473384234e+01,7.311263200394857620e+01,7.311264413201058687e+01,1.511545019332274649e+02
5.174999999999998490e-01,1.844146192704359777e+01,7.349062148155452689e+01,7.349063344727440494e+01,1.512335274257522997e+02
5.200000000000000178e-01,1.862540312518664720e+01,7.386880853958514592e+01,7.386882033330972774e+01,1.513125445126034094e+02
5.224999999999999645e-01,1.881028990277947699e+01,7.424718799352417875e+01,7.424719960572308253e+01,1.513874221651829544e+02
5.249999999999999112e-01,1.899612273525938377e+01,7.462575465630546034e+01,7.462576607758940384e+01,1.514622898204715682e+02
5.274999999999998579e-01,1.918290209063422935e+01,7.500450850286622995e+01,7.500451972399709177e+01,1.515371473719741289e+02
5.300000000000000266e-01,1.937062843684908486e+01,7.538344950787657694e+01,7.538346051978682283e+01,1.516119947122891176e+02
5.324999999999999734e-01,1.955930224184392330e+01,7.576257858097474696e+01,7.576258937478588962e+01,1.516875799611443938e+02
5.349999999999999201e-01,1.974892397677780309e+01,7.614189663201224789e+01,7.614190719905541016e+01,1.517631550740046293e+02
5.374999999999998668e-01,1.993949411408113548e+01,7.652140363557558089e+01,7.652141396741453150e+01,1.518387199402609440e+02
5.400000000000000355e-01,2.013101312612065286e+01,7.690109956597409280e+01,7.690110965442707425e+01,1.519142744485405956e+02
5.424999999999999822e-01,2.032348148538091337e+01,7.728098731475216709e+01,7.728099715190936081e+01,1.519921526043039819e+02
5.449999999999999289e-01,2.051689967452347219e+01,7.766106977455882543e+01,7.766107935280564334e+01,1.520700210134543511e+02
5.474999999999998757e-01,2.071126818031201466e+01,7.804134692094993397e+01,7.804135623299590918e+01,1.521478795604059258e+02
5.500000000000000444e-01,2.090658748944896317e+01,7.842181872919151431e+01,7.842182776809484324e+01,1.522257281286746036e+02
5.524999999999999911e-01,2.110285808873429403e+01,7.880248772908467458e+01,7.880249648827279429e+01,1.523056105560760614e+02
5.549999999999999378e-01,2.130008047387410741e+01,7.918335645136150447e+01,7.918336492465702747e+01,1.523854835088913262e+02
5.574999999999998845e-01,2.149825514416086136e+01,7.956442487225368154e+01,7.956443305390553178e+01,1.524653468665705418e+02
5.600000000000000533e-01,2.169738259882743137e+01,7.994569296769049060e+01,7.994570085240108881e+01,1.525452005075356681e+02
5.625000000000000000e-01,2.189746333672732703e+01,8.032715560736157556e+01,8.032716319032353169e+01,1.526209593944098231e+02
5.649999999999999467e-01,2.209849783872848761e+01,8.070880765840307447e+01,8.070881493532733941e+01,1.526967069622163535e+02
5.674999999999998934e-01,2.230048657834322157e+01,8.109064909243211616e+01,8.109065605956826062e+01,1.527724430886506184e+02
5.699999999999999512e-01,2.250343002901270495e+01,8.147267988075915923e+01,8.147268653492552914e+01,1.528481676504999029e+02
5.724999999999998979e-01,2.270732866444937770e+01,8.185490548788168041e+01,8.185491182648712538e+01,1.529282755108964125e+02
5.749999999999998446e-01,2.291218297757811229e+01,8.223733138053637504e+01,8.223733740161219430e+01,1.530083730977970049e+02
5.774999999999997913e-01,2.311799346909809572e+01,8.261995753294945644e+01,8.261996323519105090e+01,1.530884602824839362e+02
5.799999999999999600e-01,2.332476063964391599e+01,8.300278391902411101e+01,8.300278930182396664e+01,1.531685369349347070e+02
5.824999999999999067e-01,2.353248498980395453e+01,8.338581082075971551e+01,8.338581588424072777e+01,1.532488496787267991e+02
5.849999999999998535e-01,2.374116702118313782e+01,8.376903852003793816e+01,8.376904326508807230e+01,1.533291517546451814e+02
5.874999999999998002e-01,2.395080723576012360e+01,8.415246699009453835e+01,8.415247141840242762e+01,1.534094430294170763e+02
5.899999999999999689e-01,2.416140613544648019e+01,8.453609620383126355e+01,8.453610031792224788e+01,1.534897233689466418e+02
5.924999999999999156e-01,2.437296422214683389e+01,8.491992711088359158e+01,8.491993091415538686e+01,1.535707743327901937e+02
5.949999999999998623e-01,2.458548200112712223e+01,8.530396066106112585e+01,8.530396415782156794e+01,1.536518144000126824e+02
5.974999999999998090e-01,2.479895997897963511e+01,8.568819682702368823e+01,8.568820002253075074e+01,1.537328434330333096e+02
5.999999999999999778e-01,2.501339866222812347e+01,8.607263558108563473e+01,8.607263848158662256e+01,1.538138612926362043e+02
6.024999999999999245e-01,2.522879855731347831e+01,8.645727668058481186e+01,8.645727929335640738e+01,1.538946961362461820e+02
6.049999999999998712e-01,2.544516016985290818e+01,8.684211988248362957e+01,8.684212221587273461e+01,1.539755195107096881e+02
6.074999999999998179e-01,2.566248400508607475e+01,8.722716515800594550e+01,8.722716722147113444e+01,1.540563312739223534e+02
6.099999999999999867e-01,2.588077056818050892e+01,8.761241247801878274e+01,8.761241428217269345e+01,1.541371312821237325e+02
6.124999999999999334e-01,2.610002036416441484e+01,8.799786075268684726e+01,8.799786230934051900e+01,1.542170710893209105e+02
6.149999999999998801e-01,2.632023389426977289e+01,8.838350889140778577e+01,8.838351021361465598e+01,1.542969986068791286e+02
6.174999999999998268e-01,2.654141165813920722e+01,8.876935686334907416e+01,8.876935796544850632e+01,1.543769136879852795e+02
6.199999999999999956e-01,2.676355415533807403e+01,8.915540463731173304e+01,8.915540553497480403e+01,1.544568161863538478e+02
6.224999999999999423e-01,2.698666188559672463e+01,8.954165607566918084e+01,8.954165678594266353e+01,1.545398212374359730e+02
6.249999999999998890e-01,2.721073536223621403e+01,8.992811504224971486e+01,8.992811558360477875e+01,1.546228145124340472e+02
6.274999999999998357e-01,2.743577510406032616e+01,9.031478150750119482e+01,9.031478189988519034e+01,1.547057958595233345e+02
6.300000000000000044e-01,2.766178162979875310e+01,9.070165544149037373e+01,9.070165570637618657e+01,1.547887651256513948e+02
6.324999999999999512e-01,2.788875545796074462e+01,9.108873448724175148e+01,9.108873464767872008e+01,1.548698607619538734e+02
6.349999999999998979e-01,2.811669709881182655e+01,9.147601628642080129e+01,9.147601636708478168e+01,1.549509434201561930e+02
6.374999999999998446e-01,2.834560705921708035e+01,9.186350080646610650e+01,9.186350083370992081e+01,1.550320129452533990e+02
6.400000000000000133e-01,2.857548584595998165e+01,9.225118801442783933e+01,9.225118801633391286e+01,1.551130691808380675e+02
6.424999999999999600e-01,2.880633396551672476e+01,9.263907428121197540e+01,9.263907428764547092e+01,1.551912352604498437e+02
6.449999999999999067e-01,2.903815191165704235e+01,9.302715597578335860e+01,9.302715601844482762e+01,1.552693868001260853e+02
6.474999999999998535e-01,2.927094017292970207e+01,9.341543306167112348e+01,9.341543317415090542e+01,1.553475236407244040e+02
6.500000000000000222e-01,2.950469923779208159e+01,9.380390550200728228e+01,9.380390571984146675e+01,1.554256456242767683e+02
6.524999999999999689e-01,2.973942959468072544e+01,9.419257440586332564e+01,9.419257476659102224e+01,1.555046697013147536e+02
6.549999999999999156e-01,2.997513173596309244e+01,9.458144088249269998e+01,9.458144142571430280e+01,1.555836789532302475e+02
6.574999999999998623e-01,3.021180615555000770e+01,9.497050489470723278e+01,9.497050566214241485e+01,1.556626732164346549e+02
6.600000000000000311e-01,3.044945334725911223e+01,9.535976640491000467e+01,9.535976744045714781e+01,1.557416523272555651e+02
6.624999999999999778e-01,3.068807380475019642e+01,9.574922435753875050e+01,9.574922570733387772e+01,1.558198020516322799e+02
6.649999999999999245e-01,3.092766801801572640e+01,9.613887769623079294e+01,9.613887940870790771e+01,1.558979360583276730e+02
6.674999999999998712e-01,3.116823647549848531e+01,9.652872638156318885e+01,9.652872850751714395e+01,1.559760541811589007e+02
6.700000000000000400e-01,3.140977966554248013e+01,9.691877037369842185e+01,9.691877296634746131e+01,1.560541562537184177e+02
6.724999999999999867e-01,3.165229807668064410e+01,9.730901425549276951e+01,9.730901737055050660e+01,1.561359407449685932e+02
6.749999999999999334e-01,3.189579221357461236e+01,9.769946261152152545e+01,9.769946630726457215e+01,1.562177101437056876e+02
6.774999999999998801e-01,3.214026258738848441e+01,9.809011540392158679e+01,9.809011974124787514e+01,1.562994642780917616e+02
6.800000000000000488e-01,3.238570970919145964e+01,9.848097259439607853e+01,9.848097763689121109e+01,1.563812029731849123e+02
6.824999999999999956e-01,3.263213408970266016e+01,9.887203007750983375e+01,9.887203589150350069e+01,1.564596725747542791e+02
6.849999999999999423e-01,3.287953622526796238e+01,9.926328374564302237e+01,9.926329040027368933e+01,1.565381253308372038e+02
6.874999999999998890e-01,3.312791660632593249e+01,9.965473355654548016e+01,9.965474112383796523e+01,1.566165610665486270e+02
6.899999999999999467e-01,3.337727572320928005e+01,1.000463794675324465e+02,1.000463880224670277e+02,1.566949796092918632e+02
6.924999999999998934e-01,3.362761406611117820e+01,1.004382209144874309e+02,1.004382305350678450e+02,1.567729639749289561e+02
6.949999999999998401e-01,3.387893212328782511e+01,1.008302573326859317e+02,1.008302681000097607e+02,1.568509306943774106e+02
6.974999999999997868e-01,3.413123038214220628e+01,1.012224886778734998e+02,1.012225006762053141e+02,1.569288795892447297e+02
6.999999999999999556e-01,3.438450932996644838e+01,1.016149149053473337e+02,1.016149282221914092e+02,1.570068104803009703e+02
7.024999999999999023e-01,3.463876945419983144e+01,1.020075401194436040e+02,1.020075548456352266e+02,1.570880429063487895e+02
7.049999999999998490e-01,3.489401125673539639e+01,1.024003684259746336e+02,1.024003846557577759e+02,1.571692581347573991e+02
7.074999999999997957e-01,3.515023524527975241e+01,1.027933997818059737e+02,1.027934176128914601e+02,1.572504559845396557e+02
7.099999999999999645e-01,3.540744192743142804e+01,1.031866341433456142e+02,1.031866536769866087e+02,1.573316362696393469e+02
7.124999999999999112e-01,3.566563181057259868e+01,1.035800697528695764e+02,1.035800910939284591e+02,1.574114278263240863e+02
7.149999999999998579e-01,3.592480539595924682e+01,1.039737048514998463e+02,1.039737281085234741e+02,1.574912010307124035e+02
7.174999999999998046e-01,3.618496318228802267e+01,1.043675393932109046e+02,1.043675646785168567e+02,1.575709556966447735e+02
7.199999999999999734e-01,3.644610566814026242e+01,1.047615733315177096e+02,1.047616007612722058e+02,1.576506916438515304e+02
7.224999999999999201e-01,3.670823335231023066e+01,1.051558118932119896e+02,1.051558415875447423e+02,1.577346278323176421e+02
7.249999999999998668e-01,3.697134675198815046e+01,1.055502603070370782e+02,1.055502923901277228e+02,1.578185463935706423e+02
